file name,label,vanti,train \ test,score,vanti label,vanti with pr
1A1IW_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX14DY11SDX7SDY18_2020-12-27_21-30-57.BMP,0,0,0,0.93,1,0
1A1IW_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX17DY9SDX7SDY18_2020-12-27_21-30-57.BMP,0,0,0,0.78,1,0
1A1IW_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY6SDX7SDY18_2020-12-27_21-30-57.BMP,0,0,0,0.55,1,0
1A1PA_FSGB_VE_MEAS_FIB_{MEASURE}_P001_DX10DY9SDX7SDY18_2020-12-11_09-52-30.BMP,0,0,0,0.77,2,0
1A1PA_FSGB_VE_MEAS_FIB_{MEASURE}_P001_DX10DY9SDX7SDY18_2020-12-12_07-51-19.BMP,0,0,1,0.71,2,0
1A1PA_FSGB_VE_MEAS_FIB_{MEASURE}_P001_DX10DY14SDX7SDY16_2020-12-12_00-01-21.BMP,0,0,1,0.88,2,0
1A1PA_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX6DY11SDX7SDY16_2020-12-12_00-01-21.BMP,0,0,0,0.62,1,0
1A1PA_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX10DY14SDX7SDY18_2020-12-12_07-51-19.BMP,0,0,1,0.81,2,0
1A1PA_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX6DY11SDX7SDY18_2020-12-11_09-52-30.BMP,0,0,0,0.58,1,0
1A1PA_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX6DY11SDX7SDY18_2020-12-12_07-51-19.BMP,0,0,0,0.88,1,0
1A1PA_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX14DY11SDX7SDY16_2020-12-12_00-01-21.BMP,0,0,0,0.79,1,0
1A1PA_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX3DY9SDX7SDY16_2020-12-12_00-01-21.BMP,0,0,1,0.94,1,0
1A1PA_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX3DY9SDX7SDY18_2020-12-11_09-52-30.BMP,0,0,1,0.80,1,0
1A1PA_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX3DY9SDX7SDY18_2020-12-12_07-51-19.BMP,0,0,0,0.62,2,0
1A1PA_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX10DY9SDX7SDY16_2020-12-12_00-01-21.BMP,0,0,0,0.90,2,0
1A1PA_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX14DY11SDX7SDY17_2020-12-11_10-59-37.BMP,0,0,1,0.83,2,0
1A1PA_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX17DY9SDX7SDY16_2020-12-12_00-01-21.BMP,0,0,1,0.69,2,0
1A1PA_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX17DY9SDX7SDY18_2020-12-12_07-51-19.BMP,0,0,0,0.56,2,0
1A1PA_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY6SDX7SDY18_2020-12-12_07-51-19.BMP,0,0,1,0.52,1,0
1A1PA_FSGB_VE_MEAS_FIB_{MEASURE}_P008_DX14DY6SDX7SDY16_2020-12-12_00-01-21.BMP,0,0,1,0.78,2,0
1A1PA_FSGB_VE_MEAS_FIB_{MEASURE}_P008_DX14DY6SDX7SDY18_2020-12-11_09-52-30.BMP,0,0,0,0.87,2,0
1A1PA_FSGB_VE_MEAS_FIB_{MEASURE}_P008_DX14DY6SDX7SDY18_2020-12-12_07-51-19.BMP,0,0,0,0.75,1,0
1A1PA_FSGB_VE_MEAS_FIB_{MEASURE}_P008_DX17DY9SDX7SDY17_2020-12-11_10-59-37.BMP,0,0,0,0.91,2,0
1A1PA_FSGB_VE_MEAS_FIB_{MEASURE}_P009_DX6DY6SDX7SDY17_2020-12-11_10-59-37.BMP,0,0,0,0.47,2,0
1A1PA_FSGB_VE_MEAS_FIB_{MEASURE}_P009_DX10DY3SDX7SDY18_2020-12-11_09-52-30.BMP,0,0,1,0.88,2,0
1A1PA_FSGB_VE_MEAS_FIB_{MEASURE}_P009_DX10DY3SDX7SDY18_2020-12-12_07-51-19.BMP,0,0,0,0.67,1,0
1A1PO_FSGB_VE_MEAS_FIB_{MEASURE}_P001_DX10DY9SDX7SDY18_2020-12-12_15-49-12.BMP,0,0,1,0.94,2,0
1A1PO_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX10DY14SDX7SDY18_2020-12-12_15-49-12.BMP,0,0,1,0.94,2,0
1A1PO_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX14DY11SDX7SDY18_2020-12-12_15-49-12.BMP,0,0,1,0.68,2,0
1A1PO_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX3DY9SDX7SDY18_2020-12-12_15-49-12.BMP,0,0,0,0.73,2,0
1A1PO_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX17DY9SDX7SDY18_2020-12-12_15-49-12.BMP,0,0,0,0.91,2,0
1A1PO_FSGB_VE_MEAS_FIB_{MEASURE}_P008_DX14DY6SDX7SDY18_2020-12-12_15-49-12.BMP,0,0,0,0.41,1,0
1A1PO_FSGB_VE_MEAS_FIB_{MEASURE}_P009_DX10DY3SDX7SDY18_2020-12-12_15-49-12.BMP,0,0,0,0.87,2,0
1A1PS_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX17DY9SDX7SDY18_2020-12-22_13-17-25.BMP,0,0,0,0.64,2,0
1A1PS_FSGB_VE_MEAS_FIB_{MEASURE}_P009_DX10DY3SDX7SDY18_2020-12-22_13-17-25.BMP,0,0,1,0.49,2,0
1A1PU_FSGB_VE_MEAS_FIB_{MEASURE}_P001_DX10DY9SDX7SDY18_2020-12-22_03-15-44.BMP,0,0,1,0.89,2,0
1A1PU_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX14DY11SDX7SDY18_2020-12-22_03-15-44.BMP,0,0,0,0.60,2,0
1A1PU_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX3DY9SDX7SDY18_2020-12-22_03-15-44.BMP,0,0,1,0.77,2,0
1A1PU_FSGB_VE_MEAS_FIB_{MEASURE}_P008_DX14DY6SDX7SDY18_2020-12-22_03-15-44.BMP,0,0,0,0.63,1,0
1A1PU_FSGB_VE_MEAS_FIB_{MEASURE}_P009_DX10DY3SDX7SDY18_2020-12-22_03-15-44.BMP,0,0,0,0.62,1,0
1A1PW_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX6DY11SDX7SDY18_2020-12-22_19-49-48.BMP,0,0,1,0.46,2,0
1A1PW_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX3DY9SDX7SDY18_2020-12-22_19-49-48.BMP,0,0,0,0.70,2,0
1A1PW_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX17DY9SDX7SDY18_2020-12-22_19-49-48.BMP,0,0,0,0.50,2,0
1A1PW_FSGB_VE_MEAS_FIB_{MEASURE}_P008_DX14DY6SDX7SDY18_2020-12-22_19-49-48.BMP,0,0,0,0.69,2,0
1A1PY_FSGB_VE_MEAS_FIB_{MEASURE}_P001_DX10DY9SDX7SDY16_2020-12-23_22-55-37.BMP,0,0,1,0.55,2,0
1A1PY_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX10DY14SDX7SDY16_2020-12-23_22-55-37.BMP,0,0,1,0.76,2,0
1A1PY_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX10DY14SDX7SDY18_2020-12-19_22-41-56.BMP,0,0,1,0.56,2,0
1A1PY_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX14DY11SDX7SDY16_2020-12-23_22-55-37.BMP,0,0,0,0.55,1,0
1A1PY_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX3DY9SDX7SDY16_2020-12-23_22-55-37.BMP,0,0,0,0.87,2,0
1A1PY_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX17DY9SDX7SDY16_2020-12-23_22-55-37.BMP,0,0,0,0.42,2,0
1A1PY_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX17DY9SDX7SDY18_2020-12-19_22-41-56.BMP,0,0,1,0.92,2,0
1A1PY_FSGB_VE_MEAS_FIB_{MEASURE}_P008_DX14DY6SDX7SDY16_2020-12-23_22-55-37.BMP,0,0,0,0.73,2,0
1A1PY_FSGB_VE_MEAS_FIB_{MEASURE}_P008_DX14DY6SDX7SDY18_2020-12-19_22-41-56.BMP,0,0,0,0.80,2,0
1A1PY_FSGB_VE_MEAS_FIB_{MEASURE}_P009_DX10DY3SDX7SDY16_2020-12-23_22-55-37.BMP,0,0,0,0.48,1,0
1A1PY_FSGB_VE_MEAS_FIB_{MEASURE}_P009_DX10DY3SDX7SDY18_2020-12-19_22-41-56.BMP,0,0,0,0.69,1,0
1A1Q2_FSGB_VE_MEAS_FIB_{MEASURE}_P009_DX10DY3SDX7SDY18_2020-12-08_01-06-35.BMP,0,0,0,0.79,2,0
1A1QM_FSGB_VE_MEAS_FIB_{MEASURE}_P001_DX10DY9SDX7SDY18_2020-12-21_16-14-01.BMP,0,0,0,0.89,2,0
1A1QM_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX10DY14SDX7SDY18_2020-12-21_16-14-01.BMP,0,0,0,0.94,2,0
1A1QM_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX14DY11SDX7SDY18_2020-12-21_16-14-01.BMP,0,0,0,0.40,1,0
1A1QM_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX3DY9SDX7SDY18_2020-12-21_16-14-01.BMP,0,0,0,0.90,2,0
1A1QM_FSGB_VE_MEAS_FIB_{MEASURE}_P008_DX14DY6SDX7SDY18_2020-12-21_16-14-01.BMP,0,0,0,0.86,1,0
1A1QM_FSGB_VE_MEAS_FIB_{MEASURE}_P009_DX10DY3SDX7SDY18_2020-12-21_16-14-01.BMP,0,0,0,0.63,1,0
1A1QY_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX10DY14SDX7SDY18_2020-12-20_16-37-24.BMP,0,0,0,0.54,2,0
1A1R0_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX14DY11SDX7SDY17_2020-12-29_07-49-28.BMP,0,0,0,0.63,2,0
1A1R0_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX17DY9SDX7SDY17_2020-12-29_07-49-28.BMP,0,0,0,0.75,2,0
1A1R0_FSGB_VE_MEAS_FIB_{MEASURE}_P009_DX10DY3SDX7SDY13_2020-12-29_07-49-28.BMP,0,0,0,0.89,2,0
1A1RM_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX3DY9SDX7SDY18_2020-12-21_23-34-13.BMP,0,0,0,0.89,2,0
1A1RM_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX17DY9SDX7SDY18_2020-12-21_23-34-13.BMP,0,0,0,0.92,2,0
1A1RM_FSGB_VE_MEAS_FIB_{MEASURE}_P009_DX10DY3SDX7SDY18_2020-12-21_23-34-13.BMP,0,0,1,0.75,2,0
1A1RO_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX3DY9SDX7SDY18_2020-12-27_16-47-05.BMP,0,0,1,0.87,2,0
1A1RO_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX17DY9SDX7SDY18_2020-12-27_16-47-05.BMP,0,0,1,0.81,0,1
1A1RO_FSGB_VE_MEAS_FIB_{MEASURE}_P009_DX10DY3SDX7SDY14_2020-12-27_16-47-05.BMP,0,0,0,0.47,2,0
1A1RQ_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX3DY9SDX7SDY18_2020-12-22_03-29-28.BMP,0,0,1,0.80,1,0
1A1RS_FSGB_VE_MEAS_FIB_{MEASURE}_P001_DX10DY9SDX7SDY18_2020-12-22_23-30-42.BMP,0,0,0,0.70,2,0
1A1RS_FSGB_VE_MEAS_FIB_{MEASURE}_P009_DX10DY3SDX7SDY18_2020-12-22_23-30-42.BMP,0,0,1,0.52,2,0
1A1RY_FSGB_VE_MEAS_FIB_{MEASURE}_P001_DX10DY9SDX7SDY18_2020-12-21_20-35-37.BMP,0,0,1,0.69,2,0
1A1RY_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX14DY11SDX7SDY18_2020-12-21_20-35-37.BMP,0,0,0,0.60,2,0
1A1RY_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX3DY9SDX7SDY18_2020-12-21_20-35-37.BMP,0,0,0,0.49,2,0
1A1RY_FSGB_VE_MEAS_FIB_{MEASURE}_P008_DX14DY6SDX7SDY18_2020-12-21_20-35-37.BMP,0,0,0,0.64,2,0
1A1RY_FSGB_VE_MEAS_FIB_{MEASURE}_P009_DX10DY3SDX7SDY18_2020-12-21_20-35-37.BMP,0,0,0,0.49,2,0
1A1S4_FSGB_VE_MEAS_FIB_{MEASURE}_P001_DX10DY9SDX7SDY18_2020-12-13_20-16-15.BMP,0,0,1,0.70,1,0
1A1S4_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX6DY11SDX7SDY18_2020-12-13_20-16-15.BMP,0,0,1,0.76,1,0
1A1S4_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX3DY9SDX7SDY18_2020-12-13_20-16-15.BMP,0,0,0,0.46,1,0
1A1S4_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX17DY9SDX7SDY18_2020-12-13_20-16-15.BMP,0,0,1,0.72,2,0
1A1S4_FSGB_VE_MEAS_FIB_{MEASURE}_P008_DX14DY6SDX7SDY18_2020-12-13_20-16-15.BMP,0,0,0,0.82,2,0
1A1US_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX6DY11SDX7SDY18_2020-12-22_00-54-00.BMP,0,0,0,0.51,2,0
1A1US_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY6SDX7SDY18_2020-12-22_00-54-00.BMP,0,0,0,0.85,2,0
1A1US_FSGB_VE_MEAS_FIB_{MEASURE}_P008_DX14DY6SDX7SDY18_2020-12-22_00-54-00.BMP,0,0,0,0.71,2,0
1A1US_FSGB_VE_MEAS_FIB_{MEASURE}_P009_DX10DY3SDX7SDY18_2020-12-22_00-54-00.BMP,0,0,0,0.45,1,0
1A18O_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX6DY11SDX7SDY18_2020-11-23_09-11-18.BMP,0,0,0,0.63,2,0
1A18O_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX3DY9SDX7SDY18_2020-11-23_09-11-18.BMP,0,0,0,0.45,1,0
1A18O_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY6SDX7SDY18_2020-11-23_09-11-18.BMP,0,0,0,0.48,2,0
1A18O_FSGB_VE_MEAS_FIB_{MEASURE}_P008_DX14DY6SDX7SDY18_2020-11-23_09-11-18.BMP,0,0,0,0.78,2,0
1A18S_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX14DY11SDX7SDY18_2020-12-12_18-03-39.BMP,0,0,0,0.80,2,0
1A18S_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX3DY9SDX7SDY18_2020-12-12_18-03-39.BMP,0,0,1,0.94,2,0
1A18S_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX17DY9SDX7SDY18_2020-12-12_18-03-39.BMP,0,0,1,0.48,1,0
1A18S_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY6SDX7SDY18_2020-12-12_18-03-39.BMP,0,0,0,0.69,2,0
1A18W_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX14DY11SDX7SDY18_2020-11-18_05-17-33.BMP,0,0,1,0.42,2,0
1A19A_FSGB_VE_MEAS_FIB_{MEASURE}_P001_DX10DY9SDX7SDY18_2020-12-12_17-50-55.BMP,0,0,0,0.73,1,0
1A19A_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX10DY14SDX7SDY18_2020-12-12_17-50-55.BMP,0,0,0,0.55,2,0
1A19A_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX6DY11SDX7SDY18_2020-12-12_17-50-55.BMP,0,0,0,0.81,2,0
1A19A_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX14DY11SDX7SDY18_2020-12-12_17-50-55.BMP,0,0,0,0.47,2,0
1A19A_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX3DY9SDX7SDY18_2020-12-12_17-50-55.BMP,0,0,0,0.69,1,0
1A19A_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX17DY9SDX7SDY18_2020-12-12_17-50-55.BMP,0,0,0,0.56,2,0
1A19A_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY6SDX7SDY18_2020-12-12_17-50-55.BMP,0,0,0,0.57,1,0
1A19A_FSGB_VE_MEAS_FIB_{MEASURE}_P008_DX14DY6SDX7SDY18_2020-12-12_17-50-55.BMP,0,0,1,0.78,2,0
1A19A_FSGB_VE_MEAS_FIB_{MEASURE}_P009_DX10DY3SDX7SDY18_2020-12-12_17-50-55.BMP,0,0,0,0.77,2,0
1A19O_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX17DY9SDX7SDY18_2020-11-04_13-48-44.BMP,0,0,1,0.71,2,0
1A19O_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY6SDX7SDY18_2020-11-04_13-48-44.BMP,0,0,0,0.67,2,0
1A19O_FSGB_VE_MEAS_FIB_{MEASURE}_P008_DX14DY6SDX7SDY18_2020-11-04_13-48-44.BMP,0,0,0,0.87,2,0
1A19O_FSGB_VE_MEAS_FIB_{MEASURE}_P009_DX10DY3SDX7SDY18_2020-11-04_13-48-44.BMP,0,0,0,0.58,2,0
1A19W_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX10DY14SDX7SDY20_2020-11-19_07-40-41.BMP,0,0,1,0.84,1,0
1A19W_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX10DY9SDX7SDY20_2020-11-19_07-40-41.BMP,0,0,1,0.53,2,0
1A190_FSGB_VE_MEAS_FIB_{MEASURE}_P001_DX10DY9SDX7SDY18_2020-11-18_20-21-26.BMP,0,0,1,0.87,2,0
1A190_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX10DY14SDX7SDY18_2020-11-18_20-21-26.BMP,0,0,0,0.59,2,0
1A190_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX6DY11SDX7SDY18_2020-11-18_20-21-26.BMP,0,0,0,0.55,2,0
1A190_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX3DY9SDX7SDY18_2020-11-18_20-21-26.BMP,0,0,1,0.66,1,0
1A190_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX17DY9SDX7SDY18_2020-11-18_20-21-26.BMP,0,0,0,0.68,2,0
1A190_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY6SDX7SDY18_2020-11-18_20-21-26.BMP,0,0,1,0.92,2,0
1A190_FSGB_VE_MEAS_FIB_{MEASURE}_P008_DX10DY9SDX7SDY15_2020-11-19_16-32-51.BMP,0,0,0,0.89,2,0
1A190_FSGB_VE_MEAS_FIB_{MEASURE}_P015_DX10DY14SDX7SDY16_2020-11-19_09-16-07.BMP,0,0,1,0.71,1,0
1A190_FSGB_VE_MEAS_FIB_{MEASURE}_P017_DX14DY11SDX7SDY16_2020-11-19_09-16-07.BMP,0,0,0,0.73,2,0
1A190_FSGB_VE_MEAS_FIB_{MEASURE}_P018_DX3DY9SDX7SDY16_2020-11-19_09-16-07.BMP,0,0,1,0.55,2,0
1A190_FSGB_VE_MEAS_FIB_{MEASURE}_P021_DX6DY6SDX7SDY16_2020-11-19_09-16-07.BMP,0,0,0,0.57,1,0
1A192_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX10DY14SDX7SDY18_2020-12-21_16-14-01.BMP,0,0,0,0.56,2,0
1A192_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY6SDX7SDY18_2020-12-21_16-14-01.BMP,0,0,1,0.54,2,0
1A196_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX3DY9SDX7SDY18_2020-11-26_20-06-22.BMP,0,0,0,0.90,2,0
1A196_FSGB_VE_MEAS_FIB_{MEASURE}_P009_DX10DY3SDX7SDY18_2020-11-26_20-06-22.BMP,0,0,0,0.79,2,0
1AHSC_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX10DY14SDX7SDY18_2020-12-23_19-57-27.BMP,0,0,1,0.62,2,0
1AHSC_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX6DY11SDX7SDY18_2020-12-23_19-57-27.BMP,0,0,0,0.60,2,0
1AHSK_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX10DY14SDX7SDY18_2020-12-12_01-58-31.BMP,0,0,1,0.92,2,0
1AHSK_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX14DY11SDX7SDY18_2020-12-12_01-58-31.BMP,0,0,1,0.80,1,0
1AHSK_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX3DY9SDX7SDY18_2020-12-12_01-58-31.BMP,0,0,0,0.57,2,0
1AHSK_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX17DY9SDX7SDY18_2020-12-12_01-58-31.BMP,0,0,1,0.66,2,0
1AHSK_FSGB_VE_MEAS_FIB_{MEASURE}_P008_DX14DY6SDX7SDY18_2020-12-12_01-58-31.BMP,0,0,0,0.48,2,0
1AHSO_FSGB_VE_MEAS_FIB_{MEASURE}_P001_DX10DY9SDX7SDY18_2020-11-23_00-39-07.BMP,0,0,1,0.86,2,0
1AHSO_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX3DY9SDX7SDY18_2020-11-23_00-39-07.BMP,0,0,0,0.56,2,0
1AHSO_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY6SDX7SDY18_2020-11-23_00-39-07.BMP,0,0,0,0.69,2,0
1AHSO_FSGB_VE_MEAS_FIB_{MEASURE}_P009_DX10DY3SDX7SDY18_2020-11-23_00-39-07.BMP,0,0,0,0.40,2,0
1AHSQ_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX10DY14SDX7SDY18_2020-11-03_18-02-08.BMP,0,0,1,0.60,2,0
1AHSQ_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY6SDX7SDY18_2020-11-03_18-02-08.BMP,0,0,1,0.74,1,0
1AHSQ_FSGB_VE_MEAS_FIB_{MEASURE}_P008_DX14DY6SDX7SDY18_2020-11-03_18-02-08.BMP,0,0,0,0.80,2,0
1AHSS_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX10DY14SDX7SDY18_2020-11-23_00-01-52.BMP,0,0,0,0.53,2,0
1AHSS_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX6DY11SDX7SDY18_2020-11-23_00-01-52.BMP,0,0,1,0.46,1,0
1AHSS_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX3DY9SDX7SDY18_2020-11-23_00-01-52.BMP,0,0,1,0.90,1,0
1AHSS_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX17DY9SDX7SDY18_2020-11-23_00-01-52.BMP,0,0,1,0.62,2,0
1AHSS_FSGB_VE_MEAS_FIB_{MEASURE}_P008_DX14DY6SDX7SDY18_2020-11-23_00-01-52.BMP,0,0,0,0.62,1,0
1AHSU_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY6SDX7SDY18_2020-11-30_16-09-44.BMP,0,0,0,0.78,2,0
1AHSW_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX17DY9SDX7SDY18_2020-11-22_16-57-59.BMP,0,0,1,0.78,2,0
1AHSY_FSGB_VE_MEAS_FIB_{MEASURE}_P001_DX10DY9SDX7SDY18_2020-11-22_17-04-34.BMP,0,0,1,0.47,2,0
1AHSY_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX10DY14SDX7SDY18_2020-11-22_17-04-34.BMP,0,0,1,0.61,1,0
1AHSY_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX3DY9SDX7SDY18_2020-11-22_17-04-34.BMP,0,0,0,0.55,2,0
1AHT4_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX3DY9SDX7SDY18_2020-12-17_18-17-40.BMP,0,0,1,0.78,1,0
1AHT4_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX17DY9SDX7SDY18_2020-12-17_18-17-40.BMP,0,0,1,0.91,2,0
1AHTA_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX3DY9SDX7SDY18_2020-11-29_05-18-15.BMP,0,0,0,0.60,2,0
1AHTE_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY6SDX7SDY18_2020-11-06_12-45-34.BMP,0,0,0,0.46,2,0
1AHTG_FSGB_VE_MEAS_FIB_{MEASURE}_P001_DX10DY9SDX7SDY16_2020-12-06_11-08-08.BMP,0,0,0,0.74,2,0
1AHTG_FSGB_VE_MEAS_FIB_{MEASURE}_P001_DX10DY9SDX7SDY17_2020-12-06_08-33-46.BMP,0,0,1,0.48,1,0
1AHTG_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX10DY14SDX7SDY16_2020-12-06_11-08-08.BMP,0,0,0,0.41,1,0
1AHTG_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX6DY11SDX7SDY16_2020-12-06_11-08-08.BMP,0,0,1,0.76,1,0
1AHTG_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX6DY11SDX7SDY17_2020-12-06_08-33-46.BMP,0,0,0,0.61,2,0
1AHTG_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX14DY11SDX7SDY16_2020-12-06_11-08-08.BMP,0,0,1,0.85,1,0
1AHTG_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX14DY11SDX7SDY17_2020-12-06_08-33-46.BMP,0,0,0,0.64,1,0
1AHTG_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX17DY9SDX7SDY16_2020-12-06_11-08-08.BMP,0,0,0,0.57,2,0
1AHTG_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX17DY9SDX7SDY18_2020-12-06_03-07-55.BMP,0,0,1,0.76,2,0
1AHTG_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY6SDX7SDY16_2020-12-06_11-08-08.BMP,0,0,0,0.49,2,0
1AHTG_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY6SDX7SDY17_2020-12-06_08-33-46.BMP,0,0,0,0.79,2,0
1AHTG_FSGB_VE_MEAS_FIB_{MEASURE}_P008_DX14DY6SDX7SDY16_2020-12-06_11-08-08.BMP,0,0,0,0.74,2,0
1AHTG_FSGB_VE_MEAS_FIB_{MEASURE}_P008_DX14DY6SDX7SDY17_2020-12-06_08-33-46.BMP,0,0,0,0.77,1,0
1AHTK_FSGB_VE_MEAS_FIB_{MEASURE}_P009_DX10DY3SDX7SDY18_2020-11-24_05-07-23.BMP,0,0,0,0.92,2,0
1AHTM_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX6DY11SDX7SDY18_2020-12-10_04-35-57.BMP,0,0,0,0.93,2,0
1AHTS_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX17DY9SDX7SDY18_2020-11-28_01-24-20.BMP,0,0,0,0.60,1,0
1AHTW_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX14DY11SDX7SDY18_2020-11-30_19-32-36.BMP,0,0,0,0.41,2,0
1AHTW_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX17DY9SDX7SDY18_2020-11-30_19-32-36.BMP,0,0,0,0.63,2,0
1AHTW_FSGB_VE_MEAS_FIB_{MEASURE}_P008_DX14DY6SDX7SDY18_2020-11-30_19-32-36.BMP,0,0,0,0.78,2,0
